experiment_run,text_id,simplified,raw_model_output,target_cefr,predicted_cefr,predicted_cefr_confidence,cefr_adj_accuracy,meaningbert_orig,bertscore_f1_orig,meaningbert_ref,bertscore_f1_ref,cefr_probas_ModernBERT-base-doc_en-Cefr_A1,cefr_probas_ModernBERT-base-doc_en-Cefr_A2,cefr_probas_ModernBERT-base-doc_en-Cefr_B1,cefr_probas_ModernBERT-base-doc_en-Cefr_B2,cefr_probas_ModernBERT-base-doc_en-Cefr_C1,cefr_probas_ModernBERT-base-doc_en-Cefr_C2,cefr_probas_ModernBERT-base-doc_sent_en-Cefr_A1,cefr_probas_ModernBERT-base-doc_sent_en-Cefr_A2,cefr_probas_ModernBERT-base-doc_sent_en-Cefr_B1,cefr_probas_ModernBERT-base-doc_sent_en-Cefr_B2,cefr_probas_ModernBERT-base-doc_sent_en-Cefr_C1,cefr_probas_ModernBERT-base-doc_sent_en-Cefr_C2,cefr_probas_ModernBERT-base-reference_AllLang-Cefr_A1,cefr_probas_ModernBERT-base-reference_AllLang-Cefr_A2,cefr_probas_ModernBERT-base-reference_AllLang-Cefr_B1,cefr_probas_ModernBERT-base-reference_AllLang-Cefr_B2,cefr_probas_ModernBERT-base-reference_AllLang-Cefr_C1,cefr_probas_ModernBERT-base-reference_AllLang-Cefr_C2,few_shot_example_ids
gpt_5_contrastive_20250813-123527,16-a2,"In the past 200 years, new technology and better health care meant fewer children died. Because of this, the number of people in the world grew fast. Big families had many children, and many of them lived to be adults and had their own children. But in the 1960s, birth control became easier to get. Since then, around the world, women have fewer babies: from about six to about two.","In the past 200 years, new technology and better health care meant fewer children died. Because of this, the number of people in the world grew fast. Big families had many children, and many of them lived to be adults and had their own children. But in the 1960s, birth control became easier to get. Since then, around the world, women have fewer babies: from about six to about two.",A2,A2,0.9997,1,0.801,0.9258,0.7286,0.9189,0.000147,0.999653,0.000184,2e-06,1.2e-05,1e-06,0.0,0.603499,0.396501,0.0,0.0,0.0,0.000153,0.999205,0.000643,0.0,0.0,0.0,"['04-a2', '13-b1']"
gpt_5_contrastive_20250813-123527,16-b1,"In the last two centuries, better technology and health care meant that fewer children died young, which led to fast population growth. Large families then had many children who survived to adulthood and later had their own children. However, when birth control became widely available in the 1960s, the global average number of babies per woman fell from six to as low as two.","In the last two centuries, better technology and health care meant that fewer children died young, which led to fast population growth. Large families then had many children who survived to adulthood and later had their own children. However, when birth control became widely available in the 1960s, the global average number of babies per woman fell from six to as low as two.",B1,A2,0.9748,1,0.8701,0.9658,0.8732,0.9493,0.000356,0.974847,0.021919,0.000423,0.002232,0.000223,0.0,0.0,0.155759,0.844241,0.0,0.0,2.8e-05,0.150302,0.849632,2.4e-05,1.2e-05,0.0,"['09-a2', '15-b1']"
gpt_5_contrastive_20250813-123527,17-a2,"If we know about possible differences in what people expect and how they act, we can avoid misunderstandings. But it is very important to remember that fixed ideas about a culture are bad for building good business relationships. Our national culture can make us think and act in a certain way. But many other things are important too: the part of the country we come from, the groups we spend time with, our age and gender, the culture in our company, and our own life experiences. So we should remember these possible differences, but we should not use them to say that all people in one country are the same.","If we know about possible differences in what people expect and how they act, we can avoid misunderstandings. But it is very important to remember that fixed ideas about a culture are bad for building good business relationships. Our national culture can make us think and act in a certain way. But many other things are important too: the part of the country we come from, the groups we spend time with, our age and gender, the culture in our company, and our own life experiences. So we should remember these possible differences, but we should not use them to say that all people in one country are the same.",A2,B1,0.9999,1,0.6472,0.9098,0.8057,0.9037,0.000196,0.001798,0.995744,0.0003,0.001949,1.3e-05,0.0,0.0,0.999862,0.000138,0.0,0.0,5e-06,0.038887,0.960409,0.000697,2e-06,0.0,"['12-a2', '06-b1']"
gpt_5_contrastive_20250813-123527,17-b1,"Being more aware of possible differences in expectations and behaviour can help us avoid miscommunication; however, we must also remember that cultural stereotypes can harm good business relationships. Although national culture can shape how we think and act, we are also strongly influenced by our region, the communities we belong to, our age and gender, our company culture, and our personal experiences. Therefore, this knowledge of potential differences should stay in the back of our minds, not be used to label individuals from an entire nation.","Being more aware of possible differences in expectations and behaviour can help us avoid miscommunication; however, we must also remember that cultural stereotypes can harm good business relationships. Although national culture can shape how we think and act, we are also strongly influenced by our region, the communities we belong to, our age and gender, our company culture, and our personal experiences. Therefore, this knowledge of potential differences should stay in the back of our minds, not be used to label individuals from an entire nation.",B1,B2,1.0,1,0.9446,0.9533,0.8514,0.9352,0.0001,0.000404,0.929375,0.011112,0.058296,0.000714,0.0,0.0,0.0,0.999999,0.0,0.0,1e-06,6.4e-05,0.251236,0.745254,0.003441,4e-06,"['12-a2', '12-b1']"
gpt_5_contrastive_20250813-123527,18-a2,"Many famous singers stop making big hits when they get older. But Bruce Springsteen is different. He still makes new songs that go to number one, and he still fills big stadiums. He is in his late 60s, and he is still very good. I am not surprised. He tells important stories about us and our lives. When you listen to his album ""Born in the USA"", you can hear these stories. They are still important today, just like before.","Many famous singers stop making big hits when they get older. But Bruce Springsteen is different. He still makes new songs that go to number one, and he still fills big stadiums. He is in his late 60s, and he is still very good. I am not surprised. He tells important stories about us and our lives. When you listen to his album ""Born in the USA"", you can hear these stories. They are still important today, just like before.",A2,A2,0.999,1,0.7042,0.907,0.6783,0.9092,9.4e-05,0.999041,0.000864,0.0,1e-06,0.0,0.0,0.99797,0.00203,0.0,0.0,0.0,0.007673,0.991918,0.000408,0.0,0.0,0.0,"['07-a2', '09-b1']"
gpt_5_contrastive_20250813-123527,18-b1,"Unlike many other famous artists who sell a lot of albums, Springsteen is still releasing new music that reaches number one and fills stadiums, and he is still performing at a very high level in his late 60s. It doesn't surprise me at all. He tells us our most basic and important stories about ourselves, and when you listen to Born in the USA, those stories are as relevant today as they have ever been.","Unlike many other famous artists who sell a lot of albums, Springsteen is still releasing new music that reaches number one and fills stadiums, and he is still performing at a very high level in his late 60s. It doesn't surprise me at all. He tells us our most basic and important stories about ourselves, and when you listen to Born in the USA, those stories are as relevant today as they have ever been.",B1,B1,0.9178,1,0.9077,0.9602,0.8824,0.9385,0.000312,0.492125,0.507285,8e-06,0.000268,1e-06,0.0,0.0,0.385456,0.614544,0.0,0.0,3.8e-05,0.08213,0.917828,4e-06,0.0,0.0,"['03-a2', '06-b1']"
gpt_5_contrastive_20250813-123527,19-a2,"Many questions are about how our genes affect the brain and language. Did some genes change and give us the ability to speak? Researchers found a change in one gene that happened 200,000 to 100,000 years ago. It seems to be connected to speaking and to how our brain controls our mouth and face. Monkeys have a similar gene, but it did not change in this way. It is too early to know how much genes affect language, but maybe we will find the answers in our DNA one day.","Many questions are about how our genes affect the brain and language. Did some genes change and give us the ability to speak? Researchers found a change in one gene that happened 200,000 to 100,000 years ago. It seems to be connected to speaking and to how our brain controls our mouth and face. Monkeys have a similar gene, but it did not change in this way. It is too early to know how much genes affect language, but maybe we will find the answers in our DNA one day.",A2,B1,1.0,1,0.6758,0.9583,0.6677,0.9163,0.000178,0.998701,0.000899,1.1e-05,0.000207,4e-06,0.0,0.0,0.999999,1e-06,0.0,0.0,0.000415,0.982176,0.017408,0.0,0.0,1e-06,"['18-a2', '08-b1']"
gpt_5_contrastive_20250813-123527,19-b1,"We still have many questions about how genetics influence the development of the brain and language. We also ask whether some genes mutated and gave humans the ability to use language. Researchers have found a gene change that happened between 200,000 and 100,000 years ago, which seems to be connected to speaking and to how our brains control the muscles of the mouth and face. Monkeys have a similar gene, but it did not change in this way. It is still too early to know how much genes influence language, but we might one day find the answers in our DNA.","We still have many questions about how genetics influence the development of the brain and language. We also ask whether some genes mutated and gave humans the ability to use language. Researchers have found a gene change that happened between 200,000 and 100,000 years ago, which seems to be connected to speaking and to how our brains control the muscles of the mouth and face. Monkeys have a similar gene, but it did not change in this way. It is still too early to know how much genes influence language, but we might one day find the answers in our DNA.",B1,B2,0.9988,1,0.8642,0.959,0.7466,0.9286,0.000336,0.984449,0.011143,6.4e-05,0.003958,5e-05,0.0,0.0,0.001138,0.998817,4.4e-05,0.0,0.000663,0.649881,0.349391,2.8e-05,1.7e-05,1.9e-05,"['06-a2', '15-b1']"
gpt_5_contrastive_20250813-123527,20-a2,"Julie Wong is a top researcher in robots and AI. She has written more than 50 research papers, by herself and with others. These papers were in very good science journals. She often speaks at big meetings in many countries. In 2012, she won the Royal Academy Simone Fielding fellowship, a very important award. Julie lives with her family in a smart home she designed herself.","Julie Wong is a top researcher in robots and AI. She has written more than 50 research papers, by herself and with others. These papers were in very good science journals. She often speaks at big meetings in many countries. In 2012, she won the Royal Academy Simone Fielding fellowship, a very important award. Julie lives with her family in a smart home she designed herself.",A2,A2,0.9959,1,0.8822,0.9422,0.7908,0.9227,0.000177,0.995933,0.003723,8e-06,0.000156,4e-06,3e-06,0.769351,0.230647,0.0,0.0,0.0,0.003888,0.948032,0.04808,0.0,0.0,0.0,"['13-a2', '09-b1']"
gpt_5_contrastive_20250813-123527,20-b1,"Julie Wong is a top researcher in robotics and artificial intelligence. She has written or co-written more than 50 papers in respected, peer-reviewed journals. She often speaks at international conferences, and she won the prestigious Royal Academy Simone Fielding Fellowship in 2012. Julie lives with her family in a smart home that she designed herself.","Julie Wong is a top researcher in robotics and artificial intelligence. She has written or co-written more than 50 papers in respected, peer-reviewed journals. She often speaks at international conferences, and she won the prestigious Royal Academy Simone Fielding Fellowship in 2012. Julie lives with her family in a smart home that she designed herself.",B1,B1,0.9999,1,0.9365,0.9671,0.8533,0.9361,0.000169,0.990098,0.009117,8.8e-05,0.000496,3.2e-05,0.0,7.7e-05,0.999901,2.2e-05,0.0,0.0,0.002232,0.188343,0.80942,3e-06,1e-06,0.0,"['18-a2', '08-b1']"
gpt_5_target_20250813-105845,01-a2,"Now NASA is trying to find and record smaller asteroids, 140 metres wide or more. Scientists think there are about 25,000 of this size. So far, they have recorded about 8,000. About 17,000 are still not found. In 2013, a 19-metre asteroid exploded over the city of Chelyabinsk in Russia. It injured 1,200 people. This shows that these middle-sized asteroids can be very dangerous if they enter Earth's orbit.","Now NASA is trying to find and record smaller asteroids, 140 metres wide or more. Scientists think there are about 25,000 of this size. So far, they have recorded about 8,000. About 17,000 are still not found. In 2013, a 19-metre asteroid exploded over the city of Chelyabinsk in Russia. It injured 1,200 people. This shows that these middle-sized asteroids can be very dangerous if they enter Earth's orbit.",A2,B2,0.9991,0,0.8701,0.9545,0.8404,0.9271,6e-05,0.989359,0.010292,2.3e-05,0.000264,2e-06,0.0,0.0,0.000883,0.999113,5e-06,0.0,0.000888,0.978238,0.020873,0.0,0.0,0.0,[]
gpt_5_target_20250813-105845,01-b1,"NASA is now working to find and record smaller asteroids, which are 140 meters or more across. Experts think there are about 25,000 asteroids of this size. So far, NASA has recorded about 8,000. This means about 17,000 are still not found.

In 2013, a 19-meter asteroid exploded in the sky above the city of Chelyabinsk in Russia. It injured 1,200 people. This shows that these medium-sized asteroids can be very dangerous if they come near Earth or enter Earth’s orbit.","NASA is now working to find and record smaller asteroids, which are 140 meters or more across. Experts think there are about 25,000 asteroids of this size. So far, NASA has recorded about 8,000. This means about 17,000 are still not found.

In 2013, a 19-meter asteroid exploded in the sky above the city of Chelyabinsk in Russia. It injured 1,200 people. This shows that these medium-sized asteroids can be very dangerous if they come near Earth or enter Earth’s orbit.",B1,A2,0.9978,1,0.8118,0.9424,0.8301,0.9136,2.6e-05,0.997813,0.002125,6e-06,3.1e-05,1e-06,0.0,0.0,0.008924,0.991074,2e-06,0.0,0.001214,0.720223,0.278559,1e-06,0.0,2e-06,[]
gpt_5_target_20250813-105845,02-a2,"Earthquakes can damage many buildings. They can also damage bridges. But bridges do not collapse often, especially modern ones. Engineers now design bridges in earthquake areas on ground that is strong and does not move much.","Earthquakes can damage many buildings. They can also damage bridges. But bridges do not collapse often, especially modern ones. Engineers now design bridges in earthquake areas on ground that is strong and does not move much.",A2,B1,1.0,1,0.8433,0.9324,0.7855,0.9209,9e-05,0.990637,0.008155,9.5e-05,0.001007,1.7e-05,0.0,8e-06,0.999984,8e-06,0.0,0.0,0.001778,0.994124,0.004097,0.0,0.0,1e-06,[]
gpt_5_target_20250813-105845,02-b1,"Earthquakes can damage many structures, including bridges. However, bridge collapses are not common, especially with modern bridges. Engineers now build bridges in earthquake areas on more stable ground that does not move as much.","Earthquakes can damage many structures, including bridges. However, bridge collapses are not common, especially with modern bridges. Engineers now build bridges in earthquake areas on more stable ground that does not move as much.",B1,B1,0.9999,1,0.6708,0.9455,0.7402,0.9432,0.00017,0.935778,0.05245,0.000536,0.010987,7.9e-05,0.0,7.2e-05,0.999918,1e-05,0.0,0.0,0.000868,0.692418,0.306696,7e-06,4e-06,6e-06,[]
gpt_5_target_20250813-105845,03-a2,"The Hunger Games happen once a year. The Capitol uses them to show the districts they are being punished for fighting it in the past. Each year, the Capitol chooses one boy and one girl from each district. They are 12 to 18 years old. The Capitol uses a lottery to choose them. The teenagers must fight in a battle, and only one person can live. These teenagers are called ""tributes."" Everyone in the country must watch it on TV.","The Hunger Games happen once a year. The Capitol uses them to show the districts they are being punished for fighting it in the past. Each year, the Capitol chooses one boy and one girl from each district. They are 12 to 18 years old. The Capitol uses a lottery to choose them. The teenagers must fight in a battle, and only one person can live. These teenagers are called ""tributes."" Everyone in the country must watch it on TV.",A2,A2,0.9998,1,0.8501,0.9417,0.6647,0.8993,6e-05,0.999837,0.000103,0.0,0.0,0.0,0.0,0.698005,0.301994,0.0,0.0,0.0,0.018038,0.981733,0.000229,0.0,0.0,0.0,[]
gpt_5_target_20250813-105845,03-b1,"The Hunger Games happen every year. The Capitol holds them to punish the districts for rebelling in the past and to remind them of this. Each year, one boy and one girl aged 12 to 18 are picked by lottery from each district. These teenagers must fight until only one person is left alive. The chosen teenagers are called “tributes.” Everyone in the country must watch the Games on TV.","The Hunger Games happen every year. The Capitol holds them to punish the districts for rebelling in the past and to remind them of this. Each year, one boy and one girl aged 12 to 18 are picked by lottery from each district. These teenagers must fight until only one person is left alive. The chosen teenagers are called “tributes.” Everyone in the country must watch the Games on TV.",B1,B1,1.0,1,0.7683,0.9499,0.652,0.9387,1.6e-05,0.999936,4.8e-05,0.0,0.0,0.0,0.0,8e-06,0.999956,3.6e-05,0.0,0.0,0.001888,0.994691,0.003421,0.0,0.0,0.0,[]
gpt_5_target_20250813-105845,04-a2,"Small animals like birds, squirrels, mice, and insects are common in many cities and towns. But in the last few years, many news stories say more wild animals are coming into cities. For example, people saw bears in parks in Vancouver. They saw leopards on streets in Mumbai. They saw wild pigs in gardens in Berlin. What happens when big animals come into our cities? Do people welcome them, or do they think they are dangerous or a problem?","Small animals like birds, squirrels, mice, and insects are common in many cities and towns. But in the last few years, many news stories say more wild animals are coming into cities. For example, people saw bears in parks in Vancouver. They saw leopards on streets in Mumbai. They saw wild pigs in gardens in Berlin. What happens when big animals come into our cities? Do people welcome them, or do they think they are dangerous or a problem?",A2,A2,0.9997,1,0.845,0.958,0.8257,0.9407,0.000121,0.999482,0.000382,2e-06,1.3e-05,0.0,1e-06,0.009577,0.990422,0.0,0.0,0.0,7.4e-05,0.999739,0.000187,0.0,0.0,0.0,[]
gpt_5_target_20250813-105845,04-b1,"Small animals like birds, squirrels, mice, and insects are often seen in many cities and towns. But in recent years, news around the world has had many stories about wild animals coming into cities more and more. There have been bears in parks in Vancouver, leopards on the streets of Mumbai, and wild pigs in gardens in Berlin. What happens when bigger animals come into our cities? Are they welcome, or are they seen as dangerous or as a problem?","Small animals like birds, squirrels, mice, and insects are often seen in many cities and towns. But in recent years, news around the world has had many stories about wild animals coming into cities more and more. There have been bears in parks in Vancouver, leopards on the streets of Mumbai, and wild pigs in gardens in Berlin. What happens when bigger animals come into our cities? Are they welcome, or are they seen as dangerous or as a problem?",B1,B1,0.999,1,0.8523,0.9734,0.8734,0.9661,0.000148,0.958636,0.040903,5.1e-05,0.000259,2e-06,0.0,0.000961,0.999039,0.0,0.0,0.0,0.000149,0.853972,0.145873,6e-06,0.0,0.0,[]
gpt_5_target_20250813-105845,05-a2,"Potentially Hazardous Asteroids (PHAs) are space rocks that come close to Earth. They can pass within 7.5 million kilometres of the path Earth takes around the Sun. NASA has made a map of 1,400 PHAs. None of them are expected to be a danger in the next 100 years. With today’s technology, NASA can track these objects and predict if they might hit Earth. If there is a risk, NASA can send two kinds of missions to defend Earth.","Potentially Hazardous Asteroids (PHAs) are space rocks that come close to Earth. They can pass within 7.5 million kilometres of the path Earth takes around the Sun. NASA has made a map of 1,400 PHAs. None of them are expected to be a danger in the next 100 years. With today’s technology, NASA can track these objects and predict if they might hit Earth. If there is a risk, NASA can send two kinds of missions to defend Earth.",A2,B2,0.9969,0,0.8534,0.9393,0.7365,0.9171,5.6e-05,0.978968,0.020745,4.6e-05,0.000181,4e-06,0.0,0.0,0.003067,0.996925,9e-06,0.0,0.00011,0.742731,0.257157,1e-06,0.0,0.0,[]
gpt_5_target_20250813-105845,05-b1,"Potentially Hazardous Asteroids (PHAs) are space rocks that can pass within 7.5 million kilometres of Earth’s path around the Sun. NASA has made a map of 1,400 of these PHAs. None of them are expected to be a threat in the next 100 years. With today’s technology, NASA can track these objects and predict if they might hit Earth. If a danger is found, two kinds of defence missions could be launched.","Potentially Hazardous Asteroids (PHAs) are space rocks that can pass within 7.5 million kilometres of Earth’s path around the Sun. NASA has made a map of 1,400 of these PHAs. None of them are expected to be a threat in the next 100 years. With today’s technology, NASA can track these objects and predict if they might hit Earth. If a danger is found, two kinds of defence missions could be launched.",B1,B2,0.9998,1,0.8731,0.9481,0.8382,0.9306,6.1e-05,0.975336,0.02371,0.000209,0.000668,1.7e-05,0.0,0.0,1e-06,0.999795,0.000204,0.0,3.5e-05,0.260624,0.739335,4e-06,1e-06,0.0,[]
gpt_5_target_20250813-105845,06-a2,"One night in 2003, Suzanne Collins was changing TV channels. It was during the war in Iraq. She only saw reality TV shows where young people tried to win a million dollars, and news shows about the war. She says these two things mixed in her mind in a strange, upsetting way. Then she got the idea for The Hunger Games.","One night in 2003, Suzanne Collins was changing TV channels. It was during the war in Iraq. She only saw reality TV shows where young people tried to win a million dollars, and news shows about the war. She says these two things mixed in her mind in a strange, upsetting way. Then she got the idea for The Hunger Games.",A2,A2,0.9979,1,0.8867,0.9463,0.7989,0.9288,0.000388,0.997948,0.001658,1e-06,4e-06,1e-06,0.0,0.002895,0.997105,0.0,0.0,0.0,0.000633,0.986925,0.012442,0.0,0.0,0.0,[]
gpt_5_target_20250813-105845,06-b1,"One night in 2003, Suzanne Collins was changing TV channels. It was during the US invasion of Iraq. She could only find two kinds of shows: reality shows with young people trying to win a million dollars, and news about the war. Suzanne says these two things began to mix in her mind in an upsetting way. This gave her the idea for The Hunger Games.","One night in 2003, Suzanne Collins was changing TV channels. It was during the US invasion of Iraq. She could only find two kinds of shows: reality shows with young people trying to win a million dollars, and news about the war. Suzanne says these two things began to mix in her mind in an upsetting way. This gave her the idea for The Hunger Games.",B1,B1,0.9997,1,0.8534,0.9554,0.8528,0.9395,0.000489,0.995766,0.003729,5e-06,1.1e-05,1e-06,0.0,0.000348,0.999652,0.0,0.0,0.0,0.002464,0.994121,0.003415,0.0,0.0,0.0,[]
gpt_5_target_20250813-105845,07-a2,"The Life of Pi tells an amazing story. It is about Pi, a teenage boy from India. His ship sinks. He is stuck in a small lifeboat in the Pacific Ocean with a very dangerous tiger.

It is the third book by the Canadian writer Yann Martel. It was published in 2001. Since then, it has sold more than seven million copies around the world. It has won many prizes and has been translated into 41 languages.

Martel’s father was a diplomat, a government worker in other countries. When Martel was a child, he lived in Costa Rica, Canada, France, and Mexico.","The Life of Pi tells an amazing story. It is about Pi, a teenage boy from India. His ship sinks. He is stuck in a small lifeboat in the Pacific Ocean with a very dangerous tiger.

It is the third book by the Canadian writer Yann Martel. It was published in 2001. Since then, it has sold more than seven million copies around the world. It has won many prizes and has been translated into 41 languages.

Martel’s father was a diplomat, a government worker in other countries. When Martel was a child, he lived in Costa Rica, Canada, France, and Mexico.",A2,A2,0.9999,1,0.8441,0.9503,0.6735,0.9249,0.000103,0.999521,0.000374,0.0,2e-06,0.0,0.0,0.999932,6.7e-05,0.0,0.0,0.0,0.003077,0.989975,0.006948,0.0,0.0,0.0,[]
gpt_5_target_20250813-105845,07-b1,"The Life of Pi tells the story of Pi, a teenage boy from India. After his ship sinks, he gets stuck in a lifeboat in the Pacific Ocean with a dangerous tiger. It is the third book by the Canadian writer Yann Martel. It was published in 2001. Since then, it has sold over seven million copies around the world, won several awards, and been translated into 41 languages. Martel’s father was a diplomat, and when Martel was a child, he lived in Costa Rica, Canada, France, and Mexico.","The Life of Pi tells the story of Pi, a teenage boy from India. After his ship sinks, he gets stuck in a lifeboat in the Pacific Ocean with a dangerous tiger. It is the third book by the Canadian writer Yann Martel. It was published in 2001. Since then, it has sold over seven million copies around the world, won several awards, and been translated into 41 languages. Martel’s father was a diplomat, and when Martel was a child, he lived in Costa Rica, Canada, France, and Mexico.",B1,A2,0.995,1,0.8573,0.9747,0.8908,0.9544,0.000159,0.994953,0.004873,1e-06,1.4e-05,0.0,1e-06,0.961173,0.038826,0.0,0.0,0.0,0.001031,0.933269,0.0657,0.0,0.0,0.0,[]
gpt_5_target_20250813-105845,08-a2,"When you dream about a phone call from an old friend, or about someone close to you dying, it is usually just a coincidence. It is not a message about the future. We also often forget the many dreams about these things that never happen.","When you dream about a phone call from an old friend, or about someone close to you dying, it is usually just a coincidence. It is not a message about the future. We also often forget the many dreams about these things that never happen.",A2,B1,1.0,1,0.6584,0.9142,0.7716,0.9041,3.9e-05,0.999816,0.000128,1e-06,1.5e-05,1e-06,0.0,1e-06,0.999998,0.0,0.0,0.0,7.8e-05,0.990534,0.009388,0.0,0.0,0.0,[]
gpt_5_target_20250813-105845,08-b1,"If you dream that an old friend will call you, or that someone close to you will die, it is usually just chance, not a prediction of the future. We also often forget the many times we have these dreams and nothing happens.","If you dream that an old friend will call you, or that someone close to you will die, it is usually just chance, not a prediction of the future. We also often forget the many times we have these dreams and nothing happens.",B1,B1,1.0,1,0.719,0.9078,0.937,0.9239,2.1e-05,0.999794,0.00017,0.0,1.3e-05,1e-06,0.0,5e-06,0.999993,2e-06,0.0,0.0,2.2e-05,0.995829,0.004149,0.0,0.0,0.0,[]
gpt_5_target_20250813-105845,09-a2,"Sometimes we do not know why a bridge falls down. Engineers find the reason only after they do a full check. Sometimes the builders used poor materials. Or there was a problem with an important part of the bridge. In other cases, the bridge was made to carry only a certain weight, and it could not carry more.","Sometimes we do not know why a bridge falls down. Engineers find the reason only after they do a full check. Sometimes the builders used poor materials. Or there was a problem with an important part of the bridge. In other cases, the bridge was made to carry only a certain weight, and it could not carry more.",A2,B1,0.999,1,0.6504,0.9264,0.8328,0.9164,0.000353,0.978754,0.020309,0.000208,0.00037,6e-06,0.0,0.00103,0.99897,0.0,0.0,0.0,0.000425,0.993219,0.006356,0.0,0.0,0.0,[]
gpt_5_target_20250813-105845,09-b1,"Some bridge collapses are mysteries. Engineers learn the reason only after they do a full investigation. Sometimes, this happens because low-quality materials were used to build the bridge, or because there was a problem in an important part of the bridge. In other cases, the bridge was designed to carry only a certain amount of weight, and not more.","Some bridge collapses are mysteries. Engineers learn the reason only after they do a full investigation. Sometimes, this happens because low-quality materials were used to build the bridge, or because there was a problem in an important part of the bridge. In other cases, the bridge was designed to carry only a certain amount of weight, and not more.",B1,B1,0.8563,1,0.8585,0.969,0.8549,0.9474,0.000281,0.220191,0.772804,0.002739,0.003946,3.9e-05,0.0,0.0,0.856333,0.143667,0.0,0.0,0.000428,0.149374,0.849731,0.000444,2.2e-05,1e-06,[]
gpt_5_target_20250813-105845,10-a2,"I used to work five days a week.
After my parental leave, I wanted to spend more time with my children before they start school.
I talked with my boss and asked to work less.
We agreed I would work only three days a week.
Because of this, my pay went down a lot.
I am paid pro rata. This means if I work fewer days, I get less money.
But my amount of work did not get smaller.
I am doing five days of work in only three days, and I get paid much less for it.","I used to work five days a week.
After my parental leave, I wanted to spend more time with my children before they start school.
I talked with my boss and asked to work less.
We agreed I would work only three days a week.
Because of this, my pay went down a lot.
I am paid pro rata. This means if I work fewer days, I get less money.
But my amount of work did not get smaller.
I am doing five days of work in only three days, and I get paid much less for it.",A2,A2,0.9996,1,0.8161,0.9279,0.7736,0.9184,4.2e-05,0.999613,0.000342,1e-06,3e-06,0.0,0.0,0.0,0.999507,0.000493,0.0,0.0,0.000479,0.999004,0.000517,0.0,0.0,0.0,[]
gpt_5_target_20250813-105845,10-b1,"I used to work a normal five-day week. After I returned from time off to care for my children, I wanted to spend more time with them before they start school. After talking with my boss, we agreed that I would work three days a week. This also meant my pay went down a lot, because I am paid only for the days I work. But I noticed that my workload did not get smaller. Now I do five days of work in three days, but I get paid much less.","I used to work a normal five-day week. After I returned from time off to care for my children, I wanted to spend more time with them before they start school. After talking with my boss, we agreed that I would work three days a week. This also meant my pay went down a lot, because I am paid only for the days I work. But I noticed that my workload did not get smaller. Now I do five days of work in three days, but I get paid much less.",B1,A2,0.9995,1,0.8502,0.9398,0.8458,0.9447,0.000133,0.999451,0.00041,1e-06,4e-06,0.0,0.0,0.004131,0.995869,0.0,0.0,0.0,7.8e-05,0.969585,0.030336,1e-06,0.0,0.0,[]
gpt_5_target_20250813-105845,11-a2,"Today, many businesses work across different countries. Many people use English, but the way people communicate in business can be very different in each culture. If you do not understand the cultural rules and habits of the people you work with, you may judge them unfairly. You may also misunderstand them, and this can cause communication problems. Here are three basic differences in business manners around the world. They can help you when you work with someone from another culture.","Today, many businesses work across different countries. Many people use English, but the way people communicate in business can be very different in each culture. If you do not understand the cultural rules and habits of the people you work with, you may judge them unfairly. You may also misunderstand them, and this can cause communication problems. Here are three basic differences in business manners around the world. They can help you when you work with someone from another culture.",A2,A2,0.995,1,0.6122,0.92,0.6432,0.9248,0.000307,0.993386,0.006263,1.3e-05,3e-05,1e-06,0.0,0.98902,0.01098,0.0,0.0,0.0,0.000137,0.995046,0.004817,0.0,0.0,0.0,[]
gpt_5_target_20250813-105845,11-b1,"Today, much business happens between people in different countries. Many business people use English to communicate. However, the style and rules of business communication can be very different in each culture. If we do not understand the customs and habits of our business contacts, we can make unfair judgments. We may also have misunderstandings and communication problems. Here are three simple areas where business manners differ around the world. Knowing these can help you when you work with someone from another culture.","Today, much business happens between people in different countries. Many business people use English to communicate. However, the style and rules of business communication can be very different in each culture. If we do not understand the customs and habits of our business contacts, we can make unfair judgments. We may also have misunderstandings and communication problems. Here are three simple areas where business manners differ around the world. Knowing these can help you when you work with someone from another culture.",B1,A2,0.9894,1,0.6944,0.9254,0.6634,0.9198,0.002195,0.914239,0.082145,0.000172,0.001227,2.2e-05,0.0,0.396615,0.603385,0.0,0.0,0.0,0.000627,0.989416,0.009956,1e-06,0.0,0.0,[]
gpt_5_target_20250813-105845,12-a2,"About 100,000 to 50,000 years ago, we see signs of early human life, like cave paintings. We do not know how this is linked to language. Brains did not suddenly get bigger, but people became smarter and did more difficult things. Did using language help their brains grow and change? Or did their smarter brains create language?","About 100,000 to 50,000 years ago, we see signs of early human life, like cave paintings. We do not know how this is linked to language. Brains did not suddenly get bigger, but people became smarter and did more difficult things. Did using language help their brains grow and change? Or did their smarter brains create language?",A2,A2,0.9997,1,0.8523,0.9453,0.6677,0.9321,2.1e-05,0.999645,0.000291,2e-06,4.2e-05,0.0,0.0,3e-06,0.999577,0.00042,0.0,0.0,0.000224,0.999702,7.4e-05,0.0,0.0,0.0,[]
