experiment_run,text_id,simplified,raw_model_output,target_cefr,predicted_cefr,predicted_cefr_confidence,cefr_adj_accuracy,meaningbert_orig,bertscore_f1_orig,meaningbert_ref,bertscore_f1_ref,few_shot_example_ids
gpt4o_contrastive_20250807-092650,02-a2,"Earthquakes can break buildings and bridges. But bridges do not fall down often, especially new ones. Engineers know how to build strong bridges in places with earthquakes.","Earthquakes can break buildings and bridges. But bridges do not fall down often, especially new ones. Engineers know how to build strong bridges in places with earthquakes.",A2,A2,0.9977,1,0.6937,0.9174,0.8223,0.9092,"['09-a2', '05-b1']"
gpt4o_contrastive_20250807-092650,02-b1,"Earthquakes can damage all buildings, including bridges. Fortunately, such collapses are not very common, especially with new bridges. Engineers now know how to design bridges in areas where earthquakes happen, making them more resistant to shaking.","Earthquakes can damage all buildings, including bridges. Fortunately, such collapses are not very common, especially with new bridges. Engineers now know how to design bridges in areas where earthquakes happen, making them more resistant to shaking.",B1,B1,0.9999,1,0.8414,0.952,0.8393,0.937,"['04-a2', '19-b1']"
gpt4o_contrastive_20250807-092650,03-a2,"The Hunger Games happen every year. The Capitol does this to make the districts remember they were punished for fighting before. Each year, one boy and one girl, ages 12 to 18, are picked from every district to fight in a battle where only one can win. These teenagers are called ""tributes"". Everyone has to watch it on TV.","The Hunger Games happen every year. The Capitol does this to make the districts remember they were punished for fighting before. Each year, one boy and one girl, ages 12 to 18, are picked from every district to fight in a battle where only one can win. These teenagers are called ""tributes"". Everyone has to watch it on TV.",A2,B1,1.0,1,0.6813,0.9534,0.6269,0.9025,"['04-a2', '19-b1']"
gpt4o_contrastive_20250807-092650,03-b1,"The Hunger Games happen every year. The Capitol uses them to show the districts that they are being punished for their past rebellion. Each year, one boy and one girl aged 12 to 18 from each district are picked by lottery to fight in a battle where only one person can win. These teenagers are called ""tributes."" Everyone in the country has to watch the Games on TV.","The Hunger Games happen every year. The Capitol uses them to show the districts that they are being punished for their past rebellion. Each year, one boy and one girl aged 12 to 18 from each district are picked by lottery to fight in a battle where only one person can win. These teenagers are called ""tributes."" Everyone in the country has to watch the Games on TV.",B1,A2,0.9999,1,0.6626,0.9666,0.7879,0.9385,"['14-a2', '02-b1']"
gpt4o_contrastive_20250807-092650,04-a2,"In many cities and towns, we see small animals like birds, squirrels, mice, and insects. But now, more big wild animals are coming into cities. There are bears in parks in Vancouver, leopards on streets in Mumbai, and wild pigs in gardens in Berlin. What do we do when big animals come to our cities? Are they good or bad for us? Are they dangerous or just a problem?","In many cities and towns, we see small animals like birds, squirrels, mice, and insects. But now, more big wild animals are coming into cities. There are bears in parks in Vancouver, leopards on streets in Mumbai, and wild pigs in gardens in Berlin. What do we do when big animals come to our cities? Are they good or bad for us? Are they dangerous or just a problem?",A2,A2,0.9996,1,0.6538,0.9449,0.6166,0.9476,"['01-a2', '03-b1']"
gpt4o_contrastive_20250807-092650,04-b1,"In many cities, it's normal to see small animals like birds, squirrels, mice, and insects. However, in recent years, more wild animals have been seen in cities. For example, bears have been found in parks in Vancouver, leopards have appeared on the streets of Mumbai, and wild pigs have been seen in gardens in Berlin. What happens when these bigger animals come into our cities? Are they welcome, or are they seen as dangerous or annoying?","In many cities, it's normal to see small animals like birds, squirrels, mice, and insects. However, in recent years, more wild animals have been seen in cities. For example, bears have been found in parks in Vancouver, leopards have appeared on the streets of Mumbai, and wild pigs have been seen in gardens in Berlin. What happens when these bigger animals come into our cities? Are they welcome, or are they seen as dangerous or annoying?",B1,A2,0.9996,1,0.7377,0.9514,0.8067,0.9532,"['07-a2', '09-b1']"
gpt4o_contrastive_20250807-092650,05-a2,"'Potentially Hazardous Asteroids' are rocks that come close to Earth. NASA has a map of 1,400 of these asteroids. They don’t think any of them will hit Earth in the next 100 years. NASA can watch these rocks and say if they might hit us. Then, they have two ways to stop it.","'Potentially Hazardous Asteroids' are rocks that come close to Earth. NASA has a map of 1,400 of these asteroids. They don’t think any of them will hit Earth in the next 100 years. NASA can watch these rocks and say if they might hit us. Then, they have two ways to stop it.",A2,A2,0.9989,1,0.7434,0.9132,0.6475,0.9009,"['18-a2', '20-b1']"
gpt4o_contrastive_20250807-092650,05-b1,"Potentially Hazardous Asteroids (PHAs) are space rocks that can come within 7.5 million kilometres of Earth. NASA has made a map of 1,400 such asteroids, and none of them are expected to be a danger in the next 100 years. NASA can use current technology to monitor these asteroids and predict possible impacts, and they have two ways to defend against them if needed.","Potentially Hazardous Asteroids (PHAs) are space rocks that can come within 7.5 million kilometres of Earth. NASA has made a map of 1,400 such asteroids, and none of them are expected to be a danger in the next 100 years. NASA can use current technology to monitor these asteroids and predict possible impacts, and they have two ways to defend against them if needed.",B1,B2,0.9857,1,0.9453,0.9432,0.8444,0.939,"['01-a2', '19-b1']"
gpt4o_contrastive_20250807-092650,06-a2,"One night in 2003, Suzanne Collins was changing TV channels. At that time, the US was invading Iraq. The only TV shows she saw were about young people trying to win a million dollars and news about the war. Suzanne says these things began to mix in her mind in a strange way, and that is how she got the idea for The Hunger Games.","One night in 2003, Suzanne Collins was changing TV channels. At that time, the US was invading Iraq. The only TV shows she saw were about young people trying to win a million dollars and news about the war. Suzanne says these things began to mix in her mind in a strange way, and that is how she got the idea for The Hunger Games.",A2,A2,0.9989,1,0.8857,0.9498,0.821,0.9293,"['08-a2', '18-b1']"
gpt4o_contrastive_20250807-092650,06-b1,"One night in 2003, Suzanne Collins was switching between TV channels. It was when the US invaded Iraq. On TV, she could only find 'reality' shows where young people tried to win a million dollars and news about the war. Suzanne says these two things started to mix in a worrying way, and that's how she got the idea for The Hunger Games.","One night in 2003, Suzanne Collins was switching between TV channels. It was when the US invaded Iraq. On TV, she could only find 'reality' shows where young people tried to win a million dollars and news about the war. Suzanne says these two things started to mix in a worrying way, and that's how she got the idea for The Hunger Games.",B1,B1,0.9999,1,0.8586,0.962,0.7983,0.9326,"['14-a2', '09-b1']"
gpt4o_contrastive_20250807-092650,07-a2,"The Life of Pi is a story about Pi, a teenage boy from India. He is on a boat in the Pacific Ocean with a big, scary tiger after a ship sinks. The book is by Canadian writer Yann Martel and came out in 2001. It has sold over seven million copies around the world. It has won many prizes and is available in 41 languages. Martel is the son of a diplomat. When he was a child, he lived in Costa Rica, Canada, France, and Mexico.","The Life of Pi is a story about Pi, a teenage boy from India. He is on a boat in the Pacific Ocean with a big, scary tiger after a ship sinks. The book is by Canadian writer Yann Martel and came out in 2001. It has sold over seven million copies around the world. It has won many prizes and is available in 41 languages. Martel is the son of a diplomat. When he was a child, he lived in Costa Rica, Canada, France, and Mexico.",A2,A2,0.9988,1,0.8244,0.9595,0.7168,0.9311,"['16-a2', '19-b1']"
gpt4o_contrastive_20250807-092650,07-b1,"The Life of Pi is a book about Pi, a teenage boy from India. He gets shipwrecked and ends up in a lifeboat in the Pacific Ocean with a fierce tiger. The book is the third one by Yann Martel, a Canadian author, and it came out in 2001. Since then, it has sold over seven million copies all over the world, won several prizes, and been translated into 41 languages. Martel is the son of a diplomat and lived in Costa Rica, Canada, France, and Mexico when he was a child.","The Life of Pi is a book about Pi, a teenage boy from India. He gets shipwrecked and ends up in a lifeboat in the Pacific Ocean with a fierce tiger. The book is the third one by Yann Martel, a Canadian author, and it came out in 2001. Since then, it has sold over seven million copies all over the world, won several prizes, and been translated into 41 languages. Martel is the son of a diplomat and lived in Costa Rica, Canada, France, and Mexico when he was a child.",B1,B1,0.9931,1,0.6749,0.9763,0.6569,0.9485,"['09-a2', '01-b1']"
gpt4o_contrastive_20250807-092650,08-a2,"It is more likely that dreaming about a call from an old friend or the death of someone close is just chance, not prediction. We also often forget when we dream about these events and they do not happen.","It is more likely that dreaming about a call from an old friend or the death of someone close is just chance, not prediction. We also often forget when we dream about these events and they do not happen.",A2,B1,1.0,1,0.8258,0.9305,0.6615,0.9008,"['06-a2', '14-b1']"
gpt4o_contrastive_20250807-092650,08-b1,"Dreams about getting a phone call from an old friend or the death of someone close are usually just coincidences, not predictions. We also tend to forget all the times we dream about these things and they don't happen.","Dreams about getting a phone call from an old friend or the death of someone close are usually just coincidences, not predictions. We also tend to forget all the times we dream about these things and they don't happen.",B1,A2,0.9999,1,0.8333,0.9476,0.8567,0.928,"['11-a2', '10-b1']"
gpt4o_contrastive_20250807-092650,09-a2,"Sometimes bridges fall down, and people do not know why. Engineers find out the cause after they study the bridge closely. Sometimes, the bridge falls because the builders used bad materials or there was a problem in an important part of the bridge. Other times, the bridge falls because it was made to hold only a certain weight.","Sometimes bridges fall down, and people do not know why. Engineers find out the cause after they study the bridge closely. Sometimes, the bridge falls because the builders used bad materials or there was a problem in an important part of the bridge. Other times, the bridge falls because it was made to hold only a certain weight.",A2,B1,1.0,1,0.5597,0.9283,0.8343,0.9282,"['05-a2', '07-b1']"
gpt4o_contrastive_20250807-092650,09-b1,"Some bridge collapses are unclear at first, and engineers only understand why after a full investigation. Sometimes, this is because low-quality material was used or there was a flaw in an important part of the bridge. Other times, the bridge was only made to hold a certain amount of weight and couldn't take more.","Some bridge collapses are unclear at first, and engineers only understand why after a full investigation. Sometimes, this is because low-quality material was used or there was a flaw in an important part of the bridge. Other times, the bridge was only made to hold a certain amount of weight and couldn't take more.",B1,B1,0.931,1,0.7814,0.9539,0.7945,0.9345,"['11-a2', '04-b1']"
gpt4o_contrastive_20250807-092650,10-a2,"I worked five days a week before. After my time off for having a baby, I wanted to be with my kids more before they start school. I talked to my boss and now I work three days a week. But I earn less money because of this. I do the same amount of work in three days as I did in five days, but I get less money.","I worked five days a week before. After my time off for having a baby, I wanted to be with my kids more before they start school. I talked to my boss and now I work three days a week. But I earn less money because of this. I do the same amount of work in three days as I did in five days, but I get less money.",A2,A2,0.9998,1,0.8137,0.9058,0.7204,0.9203,"['03-a2', '13-b1']"
gpt4o_contrastive_20250807-092650,10-b1,"I used to work five days a week, but after my parental leave, I wanted to spend more time with my children before they started school. So, I talked with my boss and we agreed I would work only three days a week. This also means I earn less money because my pay is based on the days I work. However, I have seen that my workload hasn't gotten any smaller! I'm doing five days' worth of work in just three days, but I'm getting paid much less for it.","I used to work five days a week, but after my parental leave, I wanted to spend more time with my children before they started school. So, I talked with my boss and we agreed I would work only three days a week. This also means I earn less money because my pay is based on the days I work. However, I have seen that my workload hasn't gotten any smaller! I'm doing five days' worth of work in just three days, but I'm getting paid much less for it.",B1,A2,0.999,1,0.8723,0.9457,0.9449,0.9395,"['04-a2', '13-b1']"
gpt4o_contrastive_20250807-092650,11-a2,"Today, many businesses work with people in other countries. Many people use English to talk in business, but how they communicate can be very different in each culture. If we do not understand the ways of other cultures, we might make mistakes or have problems talking. Here are three basic things to know about how business manners are different in other countries. This can help you when you work with someone from another culture.","Today, many businesses work with people in other countries. Many people use English to talk in business, but how they communicate can be very different in each culture. If we do not understand the ways of other cultures, we might make mistakes or have problems talking. Here are three basic things to know about how business manners are different in other countries. This can help you when you work with someone from another culture.",A2,A2,0.9998,1,0.6702,0.9062,0.8078,0.9224,"['13-a2', '20-b1']"
gpt4o_contrastive_20250807-092650,11-b1,"Today, many businesses work internationally, and while most of the global business community uses English as a common language, the details and expectations of business communication can be very different between cultures. Not understanding the cultural norms and practices of our business partners can cause unfair judgments, misunderstandings, and problems in communication. Here are three basic areas where business etiquette differs around the world that might help you when working with someone from another culture.","Today, many businesses work internationally, and while most of the global business community uses English as a common language, the details and expectations of business communication can be very different between cultures. Not understanding the cultural norms and practices of our business partners can cause unfair judgments, misunderstandings, and problems in communication. Here are three basic areas where business etiquette differs around the world that might help you when working with someone from another culture.",B1,B1,0.9762,1,0.8994,0.9485,0.8984,0.9229,"['09-a2', '02-b1']"
gpt4o_contrastive_20250807-092650,12-a2,"Between 100,000 and 50,000 years ago, we see signs of early human life, like pictures in caves. We don't know how this links to language. Human brains did not suddenly grow, but people became smarter. Did language help brains to grow? Or did smarter brains create language?","Between 100,000 and 50,000 years ago, we see signs of early human life, like pictures in caves. We don't know how this links to language. Human brains did not suddenly grow, but people became smarter. Did language help brains to grow? Or did smarter brains create language?",A2,A2,0.9997,1,0.7813,0.9378,0.613,0.9282,"['16-a2', '18-b1']"
gpt4o_contrastive_20250807-092650,12-b1,"Between 100,000 and 50,000 years ago, early human civilisation began to appear. We can see this in things like cave paintings. However, we do not know how this is connected to language. Human brains did not suddenly become bigger, but people became more complex and smarter. Did using language make their brains grow, or did their more complex brains create language?","Between 100,000 and 50,000 years ago, early human civilisation began to appear. We can see this in things like cave paintings. However, we do not know how this is connected to language. Human brains did not suddenly become bigger, but people became more complex and smarter. Did using language make their brains grow, or did their more complex brains create language?",B1,B1,0.9999,1,0.8517,0.9523,0.9167,0.9512,"['04-a2', '14-b1']"
gpt4o_contrastive_20250807-092650,13-a2,"Big supermarkets have been in trouble for doing bad things in the last 10 years. They throw away a lot of food, pay little money to the people who sell them goods, and use too much plastic, which is bad for the Earth. Now, these supermarkets are starting to listen and change. Some big supermarkets in the UK have promised to use less plastic and make better packaging.","Big supermarkets have been in trouble for doing bad things in the last 10 years. They throw away a lot of food, pay little money to the people who sell them goods, and use too much plastic, which is bad for the Earth. Now, these supermarkets are starting to listen and change. Some big supermarkets in the UK have promised to use less plastic and make better packaging.",A2,B1,0.9798,1,0.5973,0.9093,0.8366,0.9157,"['03-a2', '18-b1']"
gpt4o_contrastive_20250807-092650,13-b1,"Over the last ten years, big supermarkets have been criticized for doing things that are not fair. They have thrown away a lot of food, paid their suppliers too little, and used too much plastic in their packaging, which harms the environment. But now, supermarkets and grocery stores are beginning to pay attention. Because many customers are complaining about the large amount of plastic waste, some of the biggest UK supermarkets have agreed to a promise to change their packaging and reduce plastic waste.","Over the last ten years, big supermarkets have been criticized for doing things that are not fair. They have thrown away a lot of food, paid their suppliers too little, and used too much plastic in their packaging, which harms the environment. But now, supermarkets and grocery stores are beginning to pay attention. Because many customers are complaining about the large amount of plastic waste, some of the biggest UK supermarkets have agreed to a promise to change their packaging and reduce plastic waste.",B1,B1,1.0,1,0.7825,0.9325,0.8301,0.9221,"['10-a2', '12-b1']"
gpt4o_contrastive_20250807-092650,14-a2,"Wasfia Nazreen saw a hula hoop when she was a young girl in Bangladesh. A foreign girl was playing with it. In Bangladesh, people thought girls should not play with hula hoops or ride bikes, so Wasfia just watched. Now, Wasfia is one of the few people in the world to climb the Seven Summits, like Everest and Kilimanjaro. She was the first to hula-hoop on each mountain. She does this to help women and girls feel strong in a country where people do not encourage them to do sports.","Wasfia Nazreen saw a hula hoop when she was a young girl in Bangladesh. A foreign girl was playing with it. In Bangladesh, people thought girls should not play with hula hoops or ride bikes, so Wasfia just watched. Now, Wasfia is one of the few people in the world to climb the Seven Summits, like Everest and Kilimanjaro. She was the first to hula-hoop on each mountain. She does this to help women and girls feel strong in a country where people do not encourage them to do sports.",A2,A2,0.9977,1,0.8421,0.9566,0.6321,0.8993,"['20-a2', '07-b1']"
gpt4o_contrastive_20250807-092650,14-b1,"When Wasfia Nazreen was a young girl in Bangladesh, she saw a foreign child playing with a hula hoop. She watched unhappily because in her country, people thought girls should not play with hula hoops or ride bikes. Now, Wasfia is one of the few people in the world who has climbed the Seven Summits, like Everest and Kilimanjaro, and she is the first to hula hoop on each one. She does this to inspire women and girls in a country where they are discouraged from doing sports.","When Wasfia Nazreen was a young girl in Bangladesh, she saw a foreign child playing with a hula hoop. She watched unhappily because in her country, people thought girls should not play with hula hoops or ride bikes. Now, Wasfia is one of the few people in the world who has climbed the Seven Summits, like Everest and Kilimanjaro, and she is the first to hula hoop on each one. She does this to inspire women and girls in a country where they are discouraged from doing sports.",B1,B1,0.9911,1,0.8348,0.9541,0.6713,0.9105,"['03-a2', '02-b1']"
gpt4o_contrastive_20250807-092650,15-a2,"We think Girox Foods should be more focused on people. We suggest having flexible work hours and letting people work from places they choose. Managers should find ways to help and thank staff for their good work. Offering more training, especially in communication skills, can help employees do their best.","We think Girox Foods should be more focused on people. We suggest having flexible work hours and letting people work from places they choose. Managers should find ways to help and thank staff for their good work. Offering more training, especially in communication skills, can help employees do their best.",A2,B1,0.9992,1,0.8694,0.9152,0.7013,0.8956,"['08-a2', '10-b1']"
gpt4o_contrastive_20250807-092650,15-b1,"Based on these findings, we suggest that Girox Foods should focus more on employees' needs. This includes finding ways to offer flexible working hours and allowing employees to work from locations they choose. Managers need to find different ways to challenge staff and give positive feedback and recognition for their work. Investing more in employee development, especially in social and intercultural communication, can also help create a positive environment for better work performance.","Based on these findings, we suggest that Girox Foods should focus more on employees' needs. This includes finding ways to offer flexible working hours and allowing employees to work from locations they choose. Managers need to find different ways to challenge staff and give positive feedback and recognition for their work. Investing more in employee development, especially in social and intercultural communication, can also help create a positive environment for better work performance.",B1,B2,1.0,1,0.9452,0.9453,0.8651,0.918,"['03-a2', '08-b1']"
gpt4o_contrastive_20250807-092650,16-a2,"Over the past 200 years, better technology and health have helped more children live. This caused the population to grow quickly. Big families had more children, and these children grew up and had their own kids. But in the 1960s, birth control became widely used, and the average number of children per woman went down from six to two.","Over the past 200 years, better technology and health have helped more children live. This caused the population to grow quickly. Big families had more children, and these children grew up and had their own kids. But in the 1960s, birth control became widely used, and the average number of children per woman went down from six to two.",A2,A2,0.999,1,0.6757,0.9406,0.8565,0.9374,"['04-a2', '13-b1']"
gpt4o_contrastive_20250807-092650,16-b1,"In the last two hundred years, better technology and health care led to fewer children dying young, causing fast population growth. These big families had more children who lived to become adults and then had their own children. However, since contraception became widely available in the 1960s, the average number of babies each woman has had has dropped from six to about two.","In the last two hundred years, better technology and health care led to fewer children dying young, causing fast population growth. These big families had more children who lived to become adults and then had their own children. However, since contraception became widely available in the 1960s, the average number of babies each woman has had has dropped from six to about two.",B1,A2,0.9977,1,0.8884,0.9571,0.9438,0.9545,"['09-a2', '15-b1']"
gpt4o_contrastive_20250807-092650,17-a2,"Knowing that people can have different ideas and actions can help us avoid mistakes when we talk to each other. But it is important to remember that thinking all people from one culture are the same can be bad for business. Our national culture can affect how we act and think, but so can where we live, our age, gender, the groups we are part of, the companies we work for, and our life experiences. We should remember these differences, but we should not judge everyone from one country the same way.","Knowing that people can have different ideas and actions can help us avoid mistakes when we talk to each other. But it is important to remember that thinking all people from one culture are the same can be bad for business. Our national culture can affect how we act and think, but so can where we live, our age, gender, the groups we are part of, the companies we work for, and our life experiences. We should remember these differences, but we should not judge everyone from one country the same way.",A2,B1,1.0,1,0.6851,0.9041,0.7615,0.9019,"['12-a2', '06-b1']"
gpt4o_contrastive_20250807-092650,17-b1,"Understanding the possible differences in expectations and behavior can help us avoid communication problems, but it is important to remember that cultural stereotypes can harm business relationships. While national cultures might influence how we act and think, we are also affected by the region we are from, the communities we belong to, our age and gender, our company's culture, and our personal experiences. We should be aware of these potential differences, but not use them to label people from a whole nation.","Understanding the possible differences in expectations and behavior can help us avoid communication problems, but it is important to remember that cultural stereotypes can harm business relationships. While national cultures might influence how we act and think, we are also affected by the region we are from, the communities we belong to, our age and gender, our company's culture, and our personal experiences. We should be aware of these potential differences, but not use them to label people from a whole nation.",B1,B2,1.0,1,0.8571,0.9413,0.8285,0.9335,"['12-a2', '12-b1']"
gpt4o_contrastive_20250807-092650,18-a2,"Bruce Springsteen is an artist who makes very famous albums. Even in his late 60s, he is still making new songs that many people like. He can fill big stadiums with his fans. This is not surprising. He tells important stories about people, and when you listen to his album ""Born in the USA,"" these stories are still important today.","Bruce Springsteen is an artist who makes very famous albums. Even in his late 60s, he is still making new songs that many people like. He can fill big stadiums with his fans. This is not surprising. He tells important stories about people, and when you listen to his album ""Born in the USA,"" these stories are still important today.",A2,A2,0.9985,1,0.8521,0.9127,0.8014,0.9173,"['07-a2', '09-b1']"
gpt4o_contrastive_20250807-092650,18-b1,"Unlike many other famous musicians, Springsteen is still making new music that becomes very popular and fills stadiums, even in his late 60s. This isn't surprising to me. He tells stories about important things in our lives, and when you listen to ""Born in the USA,"" these stories are still important today.","Unlike many other famous musicians, Springsteen is still making new music that becomes very popular and fills stadiums, even in his late 60s. This isn't surprising to me. He tells stories about important things in our lives, and when you listen to ""Born in the USA,"" these stories are still important today.",B1,B1,1.0,1,0.7809,0.9346,0.8436,0.9287,"['03-a2', '06-b1']"
gpt4o_contrastive_20250807-092650,19-a2,"Scientists want to know how genes help our brains and language grow. Did genes change to give us the ability to speak? A change in a gene happened 200,000 to 100,000 years ago. This change helps us speak and move our mouths and face. Monkeys have a similar gene, but it did not change. We do not know yet how much genes help with language, but maybe one day we will find out by studying our DNA.","Scientists want to know how genes help our brains and language grow. Did genes change to give us the ability to speak? A change in a gene happened 200,000 to 100,000 years ago. This change helps us speak and move our mouths and face. Monkeys have a similar gene, but it did not change. We do not know yet how much genes help with language, but maybe one day we will find out by studying our DNA.",A2,B1,0.9997,1,0.786,0.9323,0.6613,0.9106,"['18-a2', '08-b1']"
gpt4o_contrastive_20250807-092650,19-b1,"There are still many questions about how genetics affects the development of our brain and language. Did some genes change to give us the ability to use language? Scientists have found a gene change that happened between 200,000 and 100,000 years ago, which seems to be connected with how we speak and how our brains manage mouth and face movements. Monkeys have a similar gene, but it did not change in the same way. It is still too soon to know exactly how much genes affect language, but one day we might find the answers in our DNA.","There are still many questions about how genetics affects the development of our brain and language. Did some genes change to give us the ability to use language? Scientists have found a gene change that happened between 200,000 and 100,000 years ago, which seems to be connected with how we speak and how our brains manage mouth and face movements. Monkeys have a similar gene, but it did not change in the same way. It is still too soon to know exactly how much genes affect language, but one day we might find the answers in our DNA.",B1,A2,0.9932,1,0.6846,0.9568,0.7727,0.9309,"['06-a2', '15-b1']"
gpt4o_contrastive_20250807-092650,20-a2,Julie Wong is a top expert in Robotics and AI. She has written more than 50 important papers. She often talks at big world meetings and won a big award called the Royal Academy Simone Fielding fellowship in 2012. Julie lives with her family in a special house she designed.,Julie Wong is a top expert in Robotics and AI. She has written more than 50 important papers. She often talks at big world meetings and won a big award called the Royal Academy Simone Fielding fellowship in 2012. Julie lives with her family in a special house she designed.,A2,B1,1.0,1,0.9452,0.9403,0.6929,0.9084,"['13-a2', '09-b1']"
gpt4o_contrastive_20250807-092650,20-b1,"Julie Wong is a top researcher in Robotics and AI. She has written and helped write more than 50 papers in important, respected journals. She often speaks at international conferences and in 2012, she received the respected Royal Academy Simone Fielding fellowship. Julie lives with her family in a smart home that she designed herself.","Julie Wong is a top researcher in Robotics and AI. She has written and helped write more than 50 papers in important, respected journals. She often speaks at international conferences and in 2012, she received the respected Royal Academy Simone Fielding fellowship. Julie lives with her family in a smart home that she designed herself.",B1,B1,0.9999,1,0.9394,0.9656,0.8596,0.939,"['18-a2', '08-b1']"
gpt4o_cot_20250727-173349,01-a2,"Now NASA is trying to find and write down some of the smaller space rocks. These are very big, about 140 meters wide. There are about 25,000 of these space rocks, and NASA has written down about 8,000 of them. This means 17,000 are not found yet. Because a 19-meter space rock blew up above a city in Russia in 2013 and hurt 1,200 people, these medium-sized space rocks could be very dangerous if they come close to Earth.","<thinking>
1. Identify Barriers:
   - ""Working towards logging"": The phrase can be complex, ""logging"" might be unfamiliar.
   - ""Asteroids"": May need a simple definition.
   - ""Measuring 140 meters wide or more"": The measurement can be simplified.
   - ""25,000 estimated asteroids"": ""Estimated"" could be unclear.
   - ""Logged"": Could be an unfamiliar term, meaning ""recorded.""
   - ""Unaccounted for"": Complex phrasing.
   - ""Considering"": May be challenging as a transitional phrase.
   - ""Exploded above the city of Chelyabinsk in Russia"": Could be split into simpler terms.
   - ""Middle-sized asteroids"": A simplified phrase needed possibly.

2. Plan Simplifications:
   - ""Working towards logging"": Change to ""trying to find and write down.""
   - ""Asteroids"": Simplify to ""space rocks.""
   - ""Measuring 140 meters wide or more"": Simplify to ""very big, about 140 meters wide.""
   - ""25,000 estimated asteroids"": Simplify ""estimated"" to ""guessed.""
   - ""Logged"": Clarify as ""written down.""
   - ""Unaccounted for"": Change to ""not found.""
   - ""Considering"": Use ""because.""
   - ""Exploded above the city of Chelyabinsk in Russia"": Break into ""blew up above a city in Russia.""
   - ""Middle-sized asteroids"": Change to ""medium-sized space rocks.""

3. Synthesize:
   - Incorporate all simplifications into a shorter, simplified paragraph while preserving the original meaning.
</thinking>

Simplified Document:
Now NASA is trying to find and write down some of the smaller space rocks. These are very big, about 140 meters wide. There are about 25,000 of these space rocks, and NASA has written down about 8,000 of them. This means 17,000 are not found yet. Because a 19-meter space rock blew up above a city in Russia in 2013 and hurt 1,200 people, these medium-sized space rocks could be very dangerous if they come close to Earth.",A2,B1,0.9996,1,0.6262,0.9289,0.6334,0.9122,[]
gpt4o_cot_20250727-173349,01-b1,"NASA is now trying to keep track of smaller asteroids, like those 140 metres wide or bigger. Scientists think there are about 25,000 asteroids this size. So far, they have tracked about 8,000, but 17,000 are not tracked yet. A 19-metre asteroid hit Russia in 2013 and hurt 1,200 people. Asteroids this big could be very dangerous to Earth.","<thinking>
Identify Barriers:
1. ""Logging"" - a technical term that might not be clear.
2. ""Asteroids measuring 140 metres wide or more"" - might be difficult due to vocabulary and structure.
3. ""25,000 estimated asteroids"" - might need rephrasing with simpler words.
4. ""Unaccounted for"" - this phrase might be confusing.
5. ""Exploded above the city of Chelyabinsk in Russia in 2013"" - might be simplified by removing unnecessary details.
6. ""Middle-sized asteroids would be a serious danger if they enter Earth's orbit"" - rearranging and simplifying this for clarity.

Plan Simplifications:
1. ""Logging"" can be changed to ""keeping track of.""
2. ""Asteroids measuring 140 metres wide or more"" can be simplified to ""asteroids 140 metres wide or bigger.""
3. Rephrase ""25,000 estimated asteroids"" to ""scientists think there are about 25,000 asteroids.""
4. Replace ""Unaccounted for"" with ""not tracked yet.""
5. Simplify ""a 19-metre asteroid that exploded above the city of Chelyabinsk in Russia in 2013"" to ""a 19-metre asteroid hit Russia in 2013.""
6. Simplify the sentence about danger by clearly stating ""these asteroids could be very dangerous to Earth.""

Synthesize:
Combine these simplifications into a coherent and clear version.
</thinking>

Simplified Document:
NASA is now trying to keep track of smaller asteroids, like those 140 metres wide or bigger. Scientists think there are about 25,000 asteroids this size. So far, they have tracked about 8,000, but 17,000 are not tracked yet. A 19-metre asteroid hit Russia in 2013 and hurt 1,200 people. Asteroids this big could be very dangerous to Earth.",B1,A2,0.999,1,0.8862,0.9334,0.8349,0.9021,[]
gpt4o_cot_20250727-173349,02-a2,"Earthquakes damage buildings and roads, including bridges. Luckily, this kind of crash does not happen often, especially with new bridges. People who design and build bridges have learned to make bridges in places where the ground does not move easily during earthquakes.","<thinking>
1. Identify Barriers:
   - ""structures"" might be unfamiliar.
   - ""relatively infrequent"" is a complex phrase.
   - ""modern bridges"" might be unclear.
   - ""engineers"" might be a new term.
   - ""resistant to movement"" is a complex expression.

2. Plan Simplifications:
   - ""structures"" can be simplified to ""buildings and roads.""
   - ""relatively infrequent"" can be changed to ""does not happen often.""
   - ""modern bridges"" can be simplified to ""new bridges.""
   - ""engineers"" can be explained as ""people who design and build.""
   - ""resistant to movement"" can be simplified to ""do not move easily.""

3. Synthesize:
   - Simplify the first sentence: ""Earthquakes damage buildings and roads, including bridges.""
   - Simplify the second sentence: ""Luckily, this kind of crash does not happen often, especially with new bridges.""
   - Simplify the third sentence: ""People who design and build bridges have learned to make bridges in places where the ground does not move easily during earthquakes.""
</thinking>

Simplified Document:
Earthquakes damage buildings and roads, including bridges. Luckily, this kind of crash does not happen often, especially with new bridges. People who design and build bridges have learned to make bridges in places where the ground does not move easily during earthquakes.",A2,B1,0.9997,1,0.822,0.9363,0.8584,0.9096,[]
